id,data_year,school_name,private_flag,school_type,school_region,urbanization_level,enrollment_quota,new_student_count,stability,enrollment_rate,tuition_revenue_ratio,debt_ratio,net_income_ratio,totur_flag,closure_flag
416,108,城市學校財團法人臺北城市科技大學,1,技專校院,臺北市北投區,2,3345,2760,77.46,83.34,76.48,13.1,23.52,0,0
417,108,大仁科技大學,1,技專校院,屏東縣鹽埔鄉,7,2424,1740,70.95,72.47,65.04,4.52,34.96,0,0
418,108,大同技術學院,1,技專校院,嘉義市東區,4,704,324,66.6,46.1,61.63,8.11,38.37,0,0
419,108,大漢技術學院,1,技專校院,花蓮縣新城鄉,4,553,434,69.4,78.48,60.54,2.22,39.46,0,0
420,108,大華學校財團法人敏實科技大學,1,技專校院,新竹縣芎林鄉,3,251,161,33.01,64.14,20.96,6.46,79.04,0,0
421,108,宏國學校財團法人宏國德霖科技大學,1,技專校院,新北市土城區,3,2356,1546,77.24,66.68,72.44,1.41,27.56,0,0
422,108,崇仁醫護管理專科學校,1,技專校院,嘉義市東區,4,726,649,95.77,89.39,64.49,3.02,35.51,0,0
423,108,崇右學校財團法人崇右影藝科技大學,1,技專校院,基隆市信義區,4,1382,933,78.32,68.2,69.14,5.22,30.86,0,0
424,108,崑山科技大學,1,技專校院,臺南市永康區,3,3629,2504,79.03,70.29,55.21,6.02,44.79,0,0
425,108,嶺東科技大學,1,技專校院,臺中市南屯區,2,2726,2605,81.22,95.62,74.58,3.55,25.42,0,0
426,108,廣亞學校財團法人育達科技大學,1,技專校院,苗栗縣造橋鄉,6,1437,1150,77.84,80.25,64.68,5.72,35.32,0,0
427,108,建國科技大學,1,技專校院,彰化縣彰化市,4,2742,1986,80.33,72.43,73.05,29.44,26.95,0,0
428,108,弘光科技大學,1,技專校院,臺中市沙鹿區,3,3479,3224,88.99,92.81,61.72,1.44,38.28,0,0
429,108,德明財經科技大學,1,技專校院,臺北市內湖區,2,2016,1745,87.79,87.14,68.99,6.82,31.01,0,0
430,108,德育學校財團法人德育護理健康學院,1,技專校院,基隆市中山區,4,1925,1238,81.44,66.52,72.06,2.5,27.94,0,0
431,108,慈惠醫護管理專科學校,1,技專校院,屏東縣南州鄉,7,1294,785,88.17,60.66,67.52,3.97,32.48,0,0
432,108,慈濟學校財團法人慈濟科技大學,1,技專校院,花蓮縣花蓮市,4,829,749,93.08,91.34,31.8,5.77,68.2,0,0
433,108,敏惠醫護管理專科學校,1,技專校院,臺南市柳營區,6,915,777,96.01,84.92,51.43,3.42,48.57,0,0
434,108,文藻學校財團法人文藻外語大學,1,技專校院,高雄市三民區,2,2377,2174,85.57,91.81,68.05,2.52,31.95,0,0
435,108,新生醫護管理專科學校,1,技專校院,桃園市龍潭區,3,1265,1145,92.37,90.54,70.83,3.79,29.17,0,0
436,108,明志科技大學,1,技專校院,新北市泰山區,4,1155,1046,93.29,91.13,18.56,32.96,81.44,0,0
437,108,明新學校財團法人明新科技大學,1,技專校院,新竹縣新豐鄉,3,3406,2755,85.35,81.91,67.9,2.74,32.1,0,0
438,108,景文科技大學,1,技專校院,新北市新店區,2,2383,1783,74.12,76.7,68.1,2.87,31.9,0,0
439,108,朝陽科技大學,1,技專校院,臺中市霧峰區,4,3672,3364,86.42,92,61.95,3.03,38.05,0,0
440,108,東南科技大學,1,技專校院,新北市深坑區,4,1769,1315,76.87,76.04,69.83,4.92,30.17,0,0
441,108,東方學校財團法人東方設計大學,1,技專校院,高雄市湖內區,5,1105,668,81.34,60.84,64.16,9.38,35.84,0,0
442,108,樹人醫護管理專科學校,1,技專校院,高雄市路竹區,5,1702,1688,90.82,99.18,72.24,0.68,27.76,0,0
443,108,樹德科技大學,1,技專校院,高雄市燕巢區,6,3299,2861,79.97,87.12,67.04,7.4,32.96,0,0
444,108,正修學校財團法人正修科技大學,1,技專校院,高雄市鳥松區,2,5411,4751,83.47,88.43,60.55,8.18,39.45,0,0
445,108,環球學校財團法人環球科技大學,1,技專校院,雲林縣斗六市,4,2253,1333,74.33,60.41,70.04,3.17,29.96,0,0
446,108,美和學校財團法人美和科技大學,1,技專校院,屏東縣內埔鄉,6,3016,1966,83.77,65.19,72.61,3.82,27.39,0,0
447,108,耕莘健康管理專科學校,1,技專校院,新北市新店區,2,1045,874,92.86,83.64,52.34,2.11,47.66,0,0
448,108,聖母醫護管理專科學校,1,技專校院,宜蘭縣三星鄉,6,635,438,85.88,69.03,63.85,9.03,36.15,0,0
449,108,聖約翰科技大學,1,技專校院,新北市淡水區,3,1194,492,55.11,43.65,62.22,12.29,37.78,0,0
450,108,育英醫護管理專科學校,1,技專校院,高雄市三民區,2,392,365,96.42,93.11,66.12,8.28,33.88,0,0
451,108,致理學校財團法人致理科技大學,1,技專校院,新北市板橋區,1,2623,2557,89.14,97.55,71.54,2.86,28.46,0,0
452,108,臺灣觀光學院,1,技專校院,花蓮縣壽豐鄉,6,241,190,61.14,78.84,65.41,2.5,34.59,0,1
453,108,華夏學校財團法人華夏科技大學,1,技專校院,新北市中和區,1,1927,1191,70.26,62.38,63.31,2.52,36.69,0,0
454,108,萬能學校財團法人萬能科技大學,1,技專校院,桃園市中壢區,2,3796,2961,69.15,78.58,73.19,8.3,26.81,0,0
455,108,蘭陽技術學院,1,技專校院,宜蘭縣頭城鎮,4,120,97,75.63,80.83,40.88,6.5,59.12,0,0
456,108,輔英科技大學,1,技專校院,高雄市大寮區,4,3032,2765,85.95,91.38,65.86,2.58,34.14,0,0
457,108,醒吾學校財團法人醒吾科技大學,1,技專校院,新北市林口區,3,3116,1976,66.12,65.71,73.3,5.67,26.7,0,0
458,108,長庚學校財團法人長庚科技大學,1,技專校院,桃園市龜山區,3,2215,2167,96.2,97.84,30.55,2.39,69.45,0,0
459,108,馬偕學校財團法人馬偕醫護管理專科學校,1,技專校院,臺北市北投區,2,1028,936,81.34,91.05,52.4,1.82,47.6,0,0
460,108,黎明技術學院,1,技專校院,新北市泰山區,4,1713,1303,74.87,77.63,70.29,2.18,29.71,0,0
461,108,龍華科技大學,1,技專校院,桃園市龜山區,3,2826,2651,80.43,94.46,62.14,6.09,37.86,0,0
462,109,國立中央大學,0,一般大學,桃園市中壢區,2,3721,3573,94.06,96.34,14.01,29.17,85.99,0,0
463,109,國立中山大學,0,一般大學,高雄市鼓山區,2,2981,2743,94.72,92.54,16.08,36.73,83.92,0,0
464,109,國立中正大學,0,一般大學,嘉義縣民雄鄉,4,3403,3148,92.54,92.7,20.79,18.68,79.21,0,0
465,109,國立中興大學,0,一般大學,臺中市南區,1,4439,4200,93.3,94.83,15.45,26.11,84.55,0,0
466,109,國立嘉義大學,0,一般大學,嘉義市東區,4,3456,3105,89.07,90.67,21.58,13.19,78.42,0,0
467,109,國立宜蘭大學,0,一般大學,宜蘭縣宜蘭市,4,1456,1391,92.5,95.97,21.18,12.42,78.82,0,0
468,109,國立屏東大學,0,一般大學,屏東縣屏東市,4,2311,2176,93.31,94.31,25.23,6.62,74.77,0,0
469,109,國立彰化師範大學,0,一般大學,彰化縣彰化市,4,2400,2278,93.12,95.21,25.5,27.55,74.5,0,0
470,109,國立成功大學,0,一般大學,臺南市東區,2,6362,6153,94.41,97.3,11.48,35.66,88.52,0,0
471,109,國立政治大學,0,一般大學,臺北市文山區,2,4045,3879,96.48,96.44,24.77,36.5,75.23,0,0
472,109,國立暨南國際大學,0,一般大學,南投縣埔里鎮,4,1568,1402,92.44,90.24,20.82,21.65,79.18,0,0
473,109,國立東華大學,0,一般大學,花蓮縣壽豐鄉,6,2617,2324,93.69,92.31,20.43,11.64,79.57,0,0
474,109,國立清華大學,0,一般大學,新竹市東區,2,4578,4486,96.39,99.04,11.42,34.89,88.58,0,0
475,109,國立聯合大學,0,一般大學,苗栗縣苗栗市,4,2112,1887,89.9,89.51,26.72,7.76,73.28,0,0
476,109,國立臺中教育大學,0,一般大學,臺中市西區,1,1358,1284,94.29,94.69,18.49,11.14,81.51,0,0
477,109,國立臺北大學,0,一般大學,新北市三峽區,3,2633,2569,90.32,97.67,27.71,10.17,72.29,0,0
478,109,國立臺北教育大學,0,一般大學,臺北市大安區,1,1607,1523,95.8,95.37,21.67,8.93,78.33,0,0
479,109,國立臺北藝術大學,0,一般大學,臺北市北投區,2,729,704,94.77,97.01,20.47,18.9,79.53,0,0
480,109,國立臺南大學,0,一般大學,臺南市中西區,2,1733,1585,91.81,91.88,21.48,13.72,78.52,0,0
481,109,國立臺南藝術大學,0,一般大學,臺南市官田區,6,418,388,92.48,93.17,15.86,3.48,84.14,0,0
482,109,國立臺東大學,0,一般大學,臺東縣臺東市,4,1459,1316,86.89,92.68,19.74,5.33,80.26,0,0
483,109,國立臺灣大學,0,一般大學,臺北市大安區,1,8538,8210,95.76,96.6,10.2,44.81,89.8,0,0
484,109,國立臺灣師範大學,0,一般大學,臺北市大安區,1,4180,3831,95.19,93.63,13.43,25.13,86.57,0,0
485,109,國立臺灣海洋大學,0,一般大學,基隆市中正區,4,2631,2338,89.98,89.49,17.58,26.17,82.42,0,0
486,109,國立臺灣藝術大學,0,一般大學,新北市板橋區,1,1358,1303,92.79,96.19,24.87,5.75,75.13,0,0
487,109,國立臺灣體育運動大學,0,一般大學,臺中市北區,1,779,767,86.17,98.52,21.62,4.04,78.38,0,0
488,109,國立金門大學,0,一般大學,金門縣金寧鄉,5,1096,940,79.04,86.5,22.7,12.79,77.3,0,0
489,109,國立陽明交通大學,0,一般大學,新竹市東區,2,4219,4132,94.36,98.32,11.15,36.05,88.85,0,0
490,109,國立體育大學,0,一般大學,桃園市龜山區,3,637,596,90.77,93.75,15.83,8.63,84.17,0,0
491,109,國立高雄大學,0,一般大學,高雄市楠梓區,2,1580,1460,89.62,92.81,25.28,10.73,74.72,0,0
492,109,國立高雄師範大學,0,一般大學,高雄市苓雅區,1,1984,1768,93.33,89.36,23.97,11.19,76.03,0,0
493,109,臺北市立大學,0,一般大學,臺北市中正區,1,2043,1988,91.95,97.37,20.81,#N/A,79.19,0,0
494,109,國立勤益科技大學,0,技專校院,臺中市太平區,3,3189,2980,91.91,93.64,32.31,9.61,67.69,0,0
495,109,國立屏東科技大學,0,技專校院,屏東縣內埔鄉,6,2676,2387,90.72,89.76,20.29,20.03,79.71,0,0
496,109,國立澎湖科技大學,0,技專校院,澎湖縣馬公市,4,832,725,86.06,87.28,20.64,3.09,79.36,0,0
497,109,國立臺中科技大學,0,技專校院,臺中市北區,1,5062,4909,93.85,97.01,35.97,3.3,64.03,0,0
498,109,國立臺北商業大學,0,技專校院,臺北市中正區,1,2092,2093,92.35,100,31.98,3.6,68.02,0,0
499,109,國立臺北科技大學,0,技專校院,臺北市大安區,1,3458,3441,97.16,99.62,26.37,15.7,73.63,0,0
500,109,國立臺北護理健康大學,0,技專校院,臺北市北投區,2,1505,1450,94.97,96.65,25.85,10.18,74.15,0,0
501,109,國立臺南護理專科學校,0,技專校院,臺南市中西區,2,425,408,96.17,96.01,17.68,1.96,82.32,0,0
502,109,國立臺東專科學校,0,技專校院,臺東縣臺東市,4,556,398,87.14,71.97,12.68,2.85,87.32,0,0
503,109,國立臺灣戲曲學院,0,技專校院,臺北市內湖區,2,144,141,88.65,97.92,4.58,4.45,95.42,0,0
504,109,國立臺灣科技大學,0,技專校院,臺北市大安區,1,2645,2600,96.1,98.85,17.79,28.85,82.21,0,0
505,109,國立虎尾科技大學,0,技專校院,雲林縣虎尾鎮,4,3164,2830,92.28,89.63,26.04,13.46,73.96,0,0
506,109,國立雲林科技大學,0,技專校院,雲林縣斗六市,4,2755,2490,96.41,90.74,19.63,18.61,80.37,0,0
507,109,國立高雄科技大學,0,技專校院,高雄市三民區,2,7948,7093,93.08,89.54,25.82,16.36,74.18,0,0
508,109,國立高雄餐旅大學,0,技專校院,高雄市小港區,4,1219,1056,96.07,87.83,28.16,6.26,71.84,0,0
509,109,世新大學,1,一般大學,臺北市文山區,2,2800,2590,90.82,92.95,58.2,4.32,41.8,0,0
510,109,中信學校財團法人中信金融管理學院,1,一般大學,臺南市安南區,3,340,320,82.23,94.2,20.07,3.86,79.93,0,0
511,109,中原大學,1,一般大學,桃園市中壢區,2,4215,4072,95.34,96.82,54,4.44,46,0,0
512,109,中國文化大學,1,一般大學,臺北市士林區,2,6590,5758,84.13,87.78,63.42,4.18,36.58,0,0
513,109,中國醫藥大學,1,一般大學,臺中市北區,1,1721,1599,95.48,93.31,16.36,7.22,83.64,0,0
514,109,中山醫學大學,1,一般大學,臺中市南區,1,1916,1735,91.77,90.84,35.71,7.35,64.29,0,0
515,109,中華大學學校財團法人中華大學,1,一般大學,新竹市香山區,3,2058,1383,69.05,69.64,51.45,7.95,48.55,0,0
516,109,亞洲大學,1,一般大學,臺中市霧峰區,4,3197,2893,86.91,90.86,50.55,5.53,49.45,0,0
517,109,佛光大學,1,一般大學,宜蘭縣礁溪鄉,4,1115,941,85.01,84.87,36.7,11.02,63.3,0,0
518,109,元智大學,1,一般大學,桃園市中壢區,2,2332,2172,93.55,93.43,39.84,6.48,60.16,0,0
519,109,南華大學,1,一般大學,嘉義縣大林鎮,6,1618,1570,85.57,97.23,42.03,34.16,57.97,0,0
520,109,台灣首府學校財團法人台灣首府大學,1,一般大學,臺南市麻豆區,6,357,156,78.4,44.57,65.84,5.39,34.16,0,0
521,109,大同大學,1,一般大學,臺北市中山區,1,1176,1000,90.96,85.32,51.33,5.82,48.67,0,0
522,109,大葉大學,1,一般大學,彰化縣大村鄉,8,2680,2017,76.53,75.64,63.75,2.31,36.25,0,0
523,109,實踐大學,1,一般大學,臺北市中山區,1,3521,3174,83.62,90.66,62.04,4.92,37.96,0,0
524,109,康寧學校財團法人康寧大學,1,一般大學,臺北市內湖區,2,892,840,89.35,94.18,77.67,4.77,22.33,0,0
525,109,慈濟學校財團法人慈濟大學,1,一般大學,花蓮縣花蓮市,4,934,806,91.23,86.94,20.84,1,79.16,0,0
526,109,明道學校財團法人明道大學,1,一般大學,彰化縣埤頭鄉,6,806,394,67.94,52.15,48.98,14.68,51.02,0,0
527,109,東吳大學,1,一般大學,臺北市士林區,2,3906,3674,90.31,94.23,61.57,9.14,38.43,0,0
528,109,東海大學,1,一般大學,臺中市西屯區,2,4192,3875,92.2,92.98,51.09,2.1,48.91,0,0
529,109,法鼓學校財團法人法鼓文理學院,1,一般大學,新北市金山區,6,102,67,66.67,68.27,7.51,9.65,92.49,0,0
530,109,淡江大學學校財團法人淡江大學,1,一般大學,新北市淡水區,3,6153,5703,91.14,93.19,63.47,5.44,36.53,0,0
531,109,玄奘大學,1,一般大學,新竹市香山區,3,674,530,79.82,80.75,52.19,11.15,47.81,0,0
532,109,真理大學,1,一般大學,新北市淡水區,3,1649,1375,81.6,83.92,71.06,8.11,28.94,0,0
533,109,義守大學,1,一般大學,高雄市大樹區,6,3655,3057,81.44,86.49,57.35,4.39,42.65,0,0
534,109,臺北醫學大學,1,一般大學,臺北市信義區,1,1382,1323,91.55,96.22,13.28,2.14,86.72,0,0
535,109,華梵大學,1,一般大學,新北市石碇區,6,449,327,73.91,73.76,30.21,0.07,69.79,0,0
536,109,輔仁大學,1,一般大學,新北市新莊區,1,6790,6206,88.48,91.78,62.55,2.94,37.45,0,0
537,109,逢甲大學,1,一般大學,臺中市西屯區,2,5498,5277,95.09,96.21,48.15,16.08,51.85,0,0
538,109,銘傳大學,1,一般大學,臺北市士林區,2,4657,4338,91.7,93.73,69.31,1.74,30.69,0,0
539,109,長庚大學,1,一般大學,桃園市龜山區,3,1868,1713,91.27,92.03,16.86,5.19,83.14,0,0
540,109,長榮大學,1,一般大學,臺南市歸仁區,4,2509,2058,79.48,82.77,61.62,3.06,38.38,0,0
541,109,開南大學,1,一般大學,桃園市蘆竹區,3,1678,1487,72.3,89.31,64.94,4.51,35.06,0,0
542,109,靜宜大學,1,一般大學,臺中市沙鹿區,3,3040,2885,89.84,95.18,60.18,11.1,39.82,0,0
543,109,馬偕學校財團法人馬偕醫學院,1,一般大學,新北市三芝區,6,268,249,95.24,92.94,13.4,6.66,86.6,0,0
544,109,高雄醫學大學,1,一般大學,高雄市三民區,2,1809,1641,91.66,91.1,18.73,6.89,81.27,0,0
545,109,中信金學校財團法人中信科技大學,1,技專校院,臺南市新市區,3,1951,1023,81.56,52.65,54.68,11.42,45.32,0,0
546,109,中國科技大學,1,技專校院,臺北市文山區,2,2921,2072,81.67,71.28,69.75,30.92,30.25,0,0
547,109,中州學校財團法人中州科技大學,1,技專校院,彰化縣員林市,4,1310,800,58.01,61.12,52.91,3.33,47.09,0,0
548,109,中臺科技大學,1,技專校院,臺中市北屯區,3,2874,2180,86.9,75.89,67.93,32.64,32.07,0,0
549,109,中華學校財團法人中華科技大學,1,技專校院,臺北市南港區,2,1887,1130,76.52,60.34,62.63,3.2,37.37,0,0
550,109,中華醫事科技大學,1,技專校院,臺南市仁德區,3,3011,2323,86.75,77.17,69.38,5.13,30.62,0,0
551,109,亞東技術學院,1,技專校院,新北市板橋區,1,1108,951,92.6,86.01,40.69,7.08,59.31,0,0
552,109,仁德醫護管理專科學校,1,技專校院,苗栗縣後龍鎮,6,1553,1509,85.78,97.17,65.55,7.08,34.45,0,0
553,109,修平學校財團法人修平科技大學,1,技專校院,臺中市大里區,3,1656,1327,73.69,80.6,67.36,6.68,32.64,0,0
554,109,健行學校財團法人健行科技大學,1,技專校院,桃園市中壢區,2,3382,2637,80.86,78.33,70.57,6.82,29.43,0,0
555,109,僑光科技大學,1,技專校院,臺中市西屯區,2,2559,2320,82.1,90.75,78.63,5.92,21.37,0,0
556,109,光宇學校財團法人元培醫事科技大學,1,技專校院,新竹市香山區,3,2138,1696,80.86,79.56,69.04,4.86,30.96,0,0
557,109,南亞科技學校財團法人南亞技術學院,1,技專校院,桃園市中壢區,2,1436,913,73.54,63.58,60.03,6.98,39.97,0,0
558,109,南臺學校財團法人南臺科技大學,1,技專校院,臺南市永康區,3,4794,3756,88.84,78.75,62.94,16.6,37.06,0,0
559,109,南開科技大學,1,技專校院,南投縣草屯鎮,4,1116,784,78.93,70.44,66.41,0.95,33.59,0,0
560,109,台北海洋學校財團法人台北海洋科技大學,1,技專校院,新北市淡水區,3,1684,981,81.42,59.46,65.8,5.63,34.2,0,0
561,109,台南家專學校財團法人台南應用科技大學,1,技專校院,臺南市永康區,3,3157,2665,84.88,84.87,79.88,3.69,20.12,0,0
562,109,台鋼學校財團法人台鋼科技大學,1,技專校院,高雄市路竹區,5,1466,816,67.47,60.41,57.06,12.95,42.94,0,0
563,109,吳鳳科技大學,1,技專校院,嘉義縣民雄鄉,4,2024,1243,80.98,63.91,66.95,5.17,33.05,0,0
564,109,和春技術學院,1,技專校院,高雄市旗山區,6,258,166,79.56,64.34,39.55,1.26,60.45,0,1
565,109,嘉藥學校財團法人嘉南藥理大學,1,技專校院,臺南市仁德區,3,3272,2555,81.44,78.31,62.65,27.12,37.35,0,0
566,109,城市學校財團法人臺北城市科技大學,1,技專校院,臺北市北投區,2,2917,2303,77.21,79.67,75.43,6.58,24.57,0,0
567,109,大仁科技大學,1,技專校院,屏東縣鹽埔鄉,7,2201,1443,78.79,66.78,61.36,7.31,38.64,0,0
568,109,大同技術學院,1,技專校院,嘉義市東區,4,623,280,73.7,44.94,58.2,3.85,41.8,0,0
569,109,大漢技術學院,1,技專校院,花蓮縣新城鄉,4,451,396,66.33,87.8,52.96,14.7,47.04,0,0
570,109,大華學校財團法人敏實科技大學,1,技專校院,新竹縣芎林鄉,3,172,118,77.91,68.6,28.11,3.83,71.89,0,0
571,109,宏國學校財團法人宏國德霖科技大學,1,技專校院,新北市土城區,3,2178,1399,80.25,64.51,70.58,4.66,29.42,0,0
572,109,崇仁醫護管理專科學校,1,技專校院,嘉義市東區,4,726,633,96.84,87.23,67.75,1.31,32.25,0,0
573,109,崇右學校財團法人崇右影藝科技大學,1,技專校院,基隆市信義區,4,1040,797,76.7,77.18,72.05,2.62,27.95,0,0
574,109,崑山科技大學,1,技專校院,臺南市永康區,3,3342,2073,81.16,63.62,50.96,4.46,49.04,0,0
575,109,嶺東科技大學,1,技專校院,臺中市南屯區,2,2732,2494,84.35,91.35,74.11,1.17,25.89,0,0
576,109,廣亞學校財團法人育達科技大學,1,技專校院,苗栗縣造橋鄉,6,1531,1145,79.36,75.28,64.4,3.77,35.6,0,0
577,109,建國科技大學,1,技專校院,彰化縣彰化市,4,2244,1247,78.92,55.57,76.87,1.12,23.13,0,0
578,109,弘光科技大學,1,技專校院,臺中市沙鹿區,3,3448,3203,89.47,93.05,62.62,4.31,37.38,0,0
579,109,德明財經科技大學,1,技專校院,臺北市內湖區,2,1958,1378,88.28,71.51,66.64,3.33,33.36,0,0
580,109,德育學校財團法人德育護理健康學院,1,技專校院,基隆市中山區,4,1868,1145,77.01,61.3,72.75,1.83,27.25,0,0
581,109,慈惠醫護管理專科學校,1,技專校院,屏東縣南州鄉,7,1186,692,86.46,58.35,63.89,2.49,36.11,0,0
582,109,慈濟學校財團法人慈濟科技大學,1,技專校院,花蓮縣花蓮市,4,829,755,92.42,91.51,28.52,2.48,71.48,0,0
583,109,敏惠醫護管理專科學校,1,技專校院,臺南市柳營區,6,915,838,94.25,91.58,50.37,3.3,49.63,0,0
584,109,文藻學校財團法人文藻外語大學,1,技專校院,高雄市三民區,2,2315,1878,84.54,81.97,63.61,5.18,36.39,0,0
585,109,新生醫護管理專科學校,1,技專校院,桃園市龍潭區,3,1269,1242,94.32,97.87,71.63,2.01,28.37,0,0
586,109,明志科技大學,1,技專校院,新北市泰山區,4,1034,955,93.68,93.24,23.97,4.76,76.03,0,0
587,109,明新學校財團法人明新科技大學,1,技專校院,新竹縣新豐鄉,3,3297,2328,85.96,70.95,66.87,6.75,33.13,0,0
588,109,景文科技大學,1,技專校院,新北市新店區,2,2144,1310,75.28,62.6,68.47,3.2,31.53,0,0
589,109,朝陽科技大學,1,技專校院,臺中市霧峰區,4,3489,3094,86.47,89.07,60.69,1,39.31,0,0
590,109,東南科技大學,1,技專校院,新北市深坑區,4,1687,950,76.52,60.27,70.24,5.72,29.76,0,0
591,109,東方學校財團法人東方設計大學,1,技專校院,高雄市湖內區,5,988,469,71,47.84,50.23,2.25,49.77,0,0
592,109,樹人醫護管理專科學校,1,技專校院,高雄市路竹區,5,1702,1682,91.04,98.82,71.17,1.3,28.83,0,0
593,109,樹德科技大學,1,技專校院,高雄市燕巢區,6,3280,2304,78.4,71.47,63.61,5.17,36.39,0,0
594,109,正修學校財團法人正修科技大學,1,技專校院,高雄市鳥松區,2,5414,4432,82.54,82.49,58.84,2.05,41.16,0,0
595,109,環球學校財團法人環球科技大學,1,技專校院,雲林縣斗六市,4,1491,884,68.9,59.67,67.3,3.74,32.7,0,0
596,109,美和學校財團法人美和科技大學,1,技專校院,屏東縣內埔鄉,6,2670,1682,86.79,63,70.09,7.41,29.91,0,0
597,109,耕莘健康管理專科學校,1,技專校院,新北市新店區,2,930,857,94.56,92.17,52.57,7.76,47.43,0,0
598,109,聖母醫護管理專科學校,1,技專校院,宜蘭縣三星鄉,6,518,374,89.17,72.2,62.04,4.25,37.96,0,0
599,109,聖約翰科技大學,1,技專校院,新北市淡水區,3,856,322,78.09,40.05,63.26,7.33,36.74,0,0
600,109,育英醫護管理專科學校,1,技專校院,高雄市三民區,2,376,376,94.58,100,70.46,6.66,29.54,0,0
601,109,致理學校財團法人致理科技大學,1,技專校院,新北市板橋區,1,2620,2559,89.09,97.81,72.61,15.17,27.39,0,0
602,109,華夏學校財團法人華夏科技大學,1,技專校院,新北市中和區,1,1717,1199,78.42,70.11,68.4,4.89,31.6,0,0
603,109,萬能學校財團法人萬能科技大學,1,技專校院,桃園市中壢區,2,3363,2192,72.02,66.72,72.49,2.76,27.51,0,0
604,109,蘭陽技術學院,1,技專校院,宜蘭縣頭城鎮,4,118,109,76.6,92.37,31.16,0.83,68.84,0,1
605,109,輔英科技大學,1,技專校院,高雄市大寮區,4,3090,2802,85.52,90.83,64.18,3.07,35.82,0,0
606,109,醒吾學校財團法人醒吾科技大學,1,技專校院,新北市林口區,3,2618,1889,75.86,73.32,71.7,5.47,28.3,0,0
607,109,長庚學校財團法人長庚科技大學,1,技專校院,桃園市龜山區,3,2215,2184,94.58,98.61,38.75,3.5,61.25,0,0
608,109,馬偕學校財團法人馬偕醫護管理專科學校,1,技專校院,臺北市北投區,2,978,935,87.08,95.61,47.09,4.57,52.91,0,0
609,109,黎明技術學院,1,技專校院,新北市泰山區,4,1640,1150,69.21,72.43,66.64,13.15,33.36,0,0
610,109,龍華科技大學,1,技專校院,桃園市龜山區,3,2826,2608,83.42,93.09,65.15,5.44,34.85,0,0
611,110,國立中央大學,0,一般大學,桃園市中壢區,2,3721,3790,94.03,100,13.58,30.03,86.42,0,0
612,110,國立中山大學,0,一般大學,高雄市鼓山區,2,2987,2879,93.9,96.81,16.17,38.12,83.83,0,0
613,110,國立中正大學,0,一般大學,嘉義縣民雄鄉,4,3403,3234,93.32,95.15,21.15,19.54,78.85,0,0
614,110,國立中興大學,0,一般大學,臺中市南區,1,4439,4380,91.64,98.74,15.33,26.78,84.67,0,0
615,110,國立嘉義大學,0,一般大學,嘉義市東區,4,3446,3217,91.02,93.76,22.08,14.48,77.92,0,0
616,110,國立宜蘭大學,0,一般大學,宜蘭縣宜蘭市,4,1456,1412,90.33,97.26,21.58,12.39,78.42,0,0
617,110,國立屏東大學,0,一般大學,屏東縣屏東市,4,2314,2179,94.22,94.44,25.49,6.91,74.51,0,0
618,110,國立彰化師範大學,0,一般大學,彰化縣彰化市,4,2399,2309,95.16,96.42,25.93,28.58,74.07,0,0
619,110,國立成功大學,0,一般大學,臺南市東區,2,6367,6408,93.62,100,11.56,36.35,88.44,0,0
620,110,國立政治大學,0,一般大學,臺北市文山區,2,4064,3902,94.46,96.53,24.36,37.4,75.64,0,0
621,110,國立暨南國際大學,0,一般大學,南投縣埔里鎮,4,1568,1475,94.47,94.66,19.76,24.26,80.24,0,0
622,110,國立東華大學,0,一般大學,花蓮縣壽豐鄉,6,2613,2357,93.73,93.88,20.67,11.86,79.33,0,0
623,110,國立清華大學,0,一般大學,新竹市東區,2,4577,4717,95.67,100,11.67,39.32,88.33,0,0
